id,catalogue_page_title,catalogue_name,permutation_summary,ordering_code,product_type,product_description,stauff_groups,din_groups,thread_code,thread,size_d1,modifier,material_code,material_description,notes,imported_at
11,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-31-DIN93-W3,SI (DIN93),Safety Washer with 1 tab (DIN 93) — for use with Hexagon Head Bolt AS,"10S, 11S, 12S","8, 9, 10",—,—,31,DIN93,W3,"Carbon Steel, zinc/nickel-plated",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
12,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-31-DIN93-W5,SI (DIN93),Safety Washer with 1 tab (DIN 93) — for use with Hexagon Head Bolt AS,"10S, 11S, 12S","8, 9, 10",—,—,31,DIN93,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
13,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-10.5-DIN463-W3,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,"3S, 4S, 5S","1, 2, 3",—,—,10.5,DIN463,W3,"Carbon Steel, zinc/nickel-plated",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
14,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-10.5-DIN463-W5,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,"3S, 4S, 5S","1, 2, 3",—,—,10.5,DIN463,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
15,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-13-DIN463-W3,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,6S,4,—,—,13,DIN463,W3,"Carbon Steel, zinc/nickel-plated",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
16,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-13-DIN463-W5,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,6S,4,—,—,13,DIN463,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
17,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-17-DIN463-W3,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,7S,5,—,—,17,DIN463,W3,"Carbon Steel, zinc/nickel-plated",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
18,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-17-DIN463-W5,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,7S,5,—,—,17,DIN463,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
19,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-21-DIN463-W3,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,8S,6,—,—,21,DIN463,W3,"Carbon Steel, zinc/nickel-plated",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
20,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-21-DIN463-W5,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,8S,6,—,—,21,DIN463,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
21,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-25-DIN463-W3,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,9S,7,—,—,25,DIN463,W3,"Carbon Steel, zinc/nickel-plated",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
22,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-25-DIN463-W5,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,9S,7,—,—,25,DIN463,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
23,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-31-DIN463-W3,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,"10S, 11S, 12S","8, 9, 10",—,—,31,DIN463,W3,"Carbon Steel, zinc/nickel-plated",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
24,STAUFF Catalogue – Page 52,"Safety Washers (SI DIN 93, SI DIN 463) — Heavy Series (DIN 3015, Part 2)",24 ordering-code permutations,SI-31-DIN463-W5,SI (DIN463),Safety Washer with 2 tabs (DIN 463) — for use with Hexagon Head Bolt AS,"10S, 11S, 12S","8, 9, 10",—,—,31,DIN463,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",Single SKU applies to all listed STAUFF groups (shared ØD1),2026-06-01T13:54:04.983780+00:00
