id,catalogue_page_title,catalogue_name,permutation_summary,ordering_code,product_type,product_description,stauff_groups,din_groups,thread_code,thread,size_d1,modifier,material_code,material_description,notes,imported_at
31,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-7/16-14UNCx4-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),6S,4,U,Unified UNC,7/16-14UNCx4,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
32,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-7/16-14UNCx4-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),6S,4,U,Unified UNC,7/16-14UNCx4,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
33,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M16x130-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),7S,5,M,Metric ISO,M16x130,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
34,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M16x130-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),7S,5,M,Metric ISO,M16x130,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
35,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M16x130-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),7S,5,M,Metric ISO,M16x130,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
36,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M16x130-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),7S,5,M,Metric ISO,M16x130,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
37,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-5/8-11UNCx5-1/4-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),7S,5,U,Unified UNC,5/8-11UNCx5-1/4,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
38,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-5/8-11UNCx5-1/4-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),7S,5,U,Unified UNC,5/8-11UNCx5-1/4,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
39,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-5/8-11UNCx5-1/4-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),7S,5,U,Unified UNC,5/8-11UNCx5-1/4,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
40,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-5/8-11UNCx5-1/4-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),7S,5,U,Unified UNC,5/8-11UNCx5-1/4,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
41,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M20x190-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),8S,6,M,Metric ISO,M20x190,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
42,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M20x190-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),8S,6,M,Metric ISO,M20x190,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
43,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M20x190-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),8S,6,M,Metric ISO,M20x190,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
44,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M20x190-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),8S,6,M,Metric ISO,M20x190,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
45,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-3/4-10UNCx7-1/2-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),8S,6,U,Unified UNC,3/4-10UNCx7-1/2,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
46,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-3/4-10UNCx7-1/2-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),8S,6,U,Unified UNC,3/4-10UNCx7-1/2,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
47,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-3/4-10UNCx7-1/2-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),8S,6,U,Unified UNC,3/4-10UNCx7-1/2,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
48,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-3/4-10UNCx7-1/2-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),8S,6,U,Unified UNC,3/4-10UNCx7-1/2,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
49,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M24x220-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),9S,7,M,Metric ISO,M24x220,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
50,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M24x220-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),9S,7,M,Metric ISO,M24x220,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
51,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M24x220-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),9S,7,M,Metric ISO,M24x220,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
52,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M24x220-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),9S,7,M,Metric ISO,M24x220,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
53,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-7/8-9UNCx8-3/4-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),9S,7,U,Unified UNC,7/8-9UNCx8-3/4,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
54,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-7/8-9UNCx8-3/4-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),9S,7,U,Unified UNC,7/8-9UNCx8-3/4,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
55,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-7/8-9UNCx8-3/4-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),9S,7,U,Unified UNC,7/8-9UNCx8-3/4,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
56,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-7/8-9UNCx8-3/4-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),9S,7,U,Unified UNC,7/8-9UNCx8-3/4,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
57,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x300-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),10S,8,M,Metric ISO,M30x300,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
58,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x300-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),10S,8,M,Metric ISO,M30x300,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
59,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x300-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),10S,8,M,Metric ISO,M30x300,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
60,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x300-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),10S,8,M,Metric ISO,M30x300,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
61,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/8-7UNCx12-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),10S,8,U,Unified UNC,1-1/8-7UNCx12,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
62,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/8-7UNCx12-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),10S,8,U,Unified UNC,1-1/8-7UNCx12,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
63,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/8-7UNCx12-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),10S,8,U,Unified UNC,1-1/8-7UNCx12,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
64,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/8-7UNCx12-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),10S,8,U,Unified UNC,1-1/8-7UNCx12,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
65,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x450-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),11S,9,M,Metric ISO,M30x450,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
66,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x450-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),11S,9,M,Metric ISO,M30x450,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
67,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x450-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),11S,9,M,Metric ISO,M30x450,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
68,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x450-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),11S,9,M,Metric ISO,M30x450,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
69,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/4-7UNCx17-1/2-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),11S,9,U,Unified UNC,1-1/4-7UNCx17-1/2,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
70,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/4-7UNCx17-1/2-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),11S,9,U,Unified UNC,1-1/4-7UNCx17-1/2,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
